Tempo (s);Algoritmo;Total Escoados;Fila Maxima;Ocupacao Media
0;heuristicaocupacao;1.6;23.802381371506016;0.31597073775588363
5;heuristicaocupacao;3.2;20.545345039037425;0.3609909148614602
10;heuristicaocupacao;4.800000000000001;19.916519799512407;0.3771379949498998
15;heuristicaocupacao;6.4;18.972571214774344;0.31754404080285464
20;heuristicaocupacao;8.0;19.060387314154774;0.4257968739530113
25;heuristicaocupacao;9.6;20.165061447322355;0.35345857369226313
30;heuristicaocupacao;11.2;24.534253302022968;0.45097638613024976
35;heuristicaocupacao;12.799999999999999;25.684116713126535;0.47046782077149424
40;heuristicaocupacao;14.399999999999999;22.170951929269066;0.42060434042687744
45;heuristicaocupacao;15.999999999999998;27.79007662815223;0.45767557136136255
50;heuristicaocupacao;17.599999999999998;25.700544563299786;0.45349552661208864
55;heuristicaocupacao;19.2;27.626919357304434;0.49688570242467134
60;heuristicaocupacao;20.8;31.22444125651085;0.5107589714744278
65;heuristicaocupacao;22.400000000000002;30.460345298397733;0.5600564826347469
70;heuristicaocupacao;24.000000000000004;28.79627203752167;0.5926425957169217
75;heuristicaocupacao;25.600000000000005;28.217615549169427;0.6118705143236988
80;heuristicaocupacao;27.200000000000006;26.363035864008054;0.5698016258693176
85;heuristicaocupacao;28.800000000000008;29.895026694848493;0.5970566771209975
90;heuristicaocupacao;30.40000000000001;31.57773952234461;0.5694968542333716
95;heuristicaocupacao;32.00000000000001;30.692307612364296;0.6124905646717811
100;heuristicaocupacao;33.60000000000001;33.07081939914872;0.682278882326257
105;heuristicaocupacao;35.20000000000001;34.153703765917534;0.718467484706447
110;heuristicaocupacao;36.80000000000001;34.21695470305051;0.6496362005102692
115;heuristicaocupacao;38.40000000000001;34.03332817168641;0.6855594055587465
120;heuristicaocupacao;40.000000000000014;36.337309343933455;0.7192078272912322
125;heuristicaocupacao;41.600000000000016;37.55054796580549;0.745071501431255
130;heuristicaocupacao;43.20000000000002;35.15253517844764;0.729045227735684
135;heuristicaocupacao;44.80000000000002;40.82186475949254;0.7827218313339227
140;heuristicaocupacao;46.40000000000002;38.46949040209814;0.7724514862545393
145;heuristicaocupacao;48.00000000000002;39.371032579223034;0.802899765206985
150;heuristicaocupacao;49.60000000000002;41.416428846513114;0.836388527440111
155;heuristicaocupacao;51.200000000000024;41.133098929193665;0.8368593347609949
160;heuristicaocupacao;52.800000000000026;43.23960660115982;0.8402417566175363
165;heuristicaocupacao;54.40000000000003;42.57424833040365;0.8667117058822252
170;heuristicaocupacao;56.00000000000003;41.441791917385785;0.8840157778905067
175;heuristicaocupacao;57.60000000000003;44.05634038374555;0.8922330024368696
180;heuristicaocupacao;59.20000000000003;41.71254758535868;0.912236118119987
185;heuristicaocupacao;60.80000000000003;44.88378607821972;0.98
190;heuristicaocupacao;62.400000000000034;45.266873352044406;0.9701609167715706
195;heuristicaocupacao;64.00000000000003;45.58376628545492;0.9611355904591252
200;heuristicaocupacao;65.60000000000002;46.409591643788794;0.98
205;heuristicaocupacao;67.20000000000002;43.56963524233806;0.98
210;heuristicaocupacao;68.80000000000001;46.90255018451808;0.98
215;heuristicaocupacao;70.4;48.8523564689489;0.98
220;heuristicaocupacao;72.0;49.65304611732814;0.98
225;heuristicaocupacao;73.6;47.944649718148085;0.98
230;heuristicaocupacao;75.19999999999999;53.19808234839606;0.98
235;heuristicaocupacao;76.79999999999998;49.600983636904324;0.98
240;heuristicaocupacao;78.39999999999998;53.938914401053474;0.98
245;heuristicaocupacao;79.99999999999997;53.521055390410034;0.98
250;heuristicaocupacao;81.59999999999997;52.04087871364574;0.98
255;heuristicaocupacao;83.19999999999996;57.55062178521902;0.98
260;heuristicaocupacao;84.79999999999995;52.279393003153714;0.98
265;heuristicaocupacao;86.39999999999995;57.17164168055333;0.98
270;heuristicaocupacao;87.99999999999994;58.00116463608596;0.98
275;heuristicaocupacao;89.59999999999994;55.32542624851337;0.98
280;heuristicaocupacao;91.19999999999993;60.118263933461996;0.98
285;heuristicaocupacao;92.79999999999993;57.499906970802094;0.98
290;heuristicaocupacao;94.39999999999992;59.24405392522639;0.98
295;heuristicaocupacao;95.99999999999991;59.85397701087578;0.98
