Tempo (s);Algoritmo;Total Escoados;Fila Maxima;Ocupacao Media
0;RL;1.096296296296296;9.69781941301738;0.16992553913846736
5;RL;2.192592592592592;7.423200360732371;0.20740190823867155
10;RL;3.2888888888888883;9.691364335152052;0.19412624142358498
15;RL;4.385185185185184;10.014828184390193;0.1392943129746516
20;RL;5.481481481481481;9.094751574309768;0.2167823538795119
25;RL;6.5777777777777775;9.616468848990111;0.18875328967405186
30;RL;7.674074074074074;11.688219890221378;0.20384316444415615
35;RL;8.77037037037037;10.849289302219436;0.23109928144147818
40;RL;9.866666666666667;9.286135474099265;0.15762751327244495
45;RL;10.962962962962964;8.639437867441606;0.19377201849138906
50;RL;12.05925925925926;9.936357167986937;0.18277501440653793
55;RL;13.155555555555557;10.07625515480594;0.15555473328108213
60;RL;14.251851851851853;10.812248570079367;0.21686368046492485
65;RL;15.34814814814815;9.807070118708062;0.28568094277904144
70;RL;16.444444444444446;10.880223855197253;0.15900377899106755
75;RL;17.54074074074074;12.33021576845529;0.21710955808948743
80;RL;18.637037037037036;11.236900199398995;0.2411661295679462
85;RL;19.73333333333333;10.39964811818363;0.22951405266011987
90;RL;20.829629629629625;10.290923603020778;0.22629973012969365
95;RL;21.92592592592592;10.143738388453874;0.19458894589652254
100;RL;23.022222222222215;11.707389883645561;0.24442090418283363
105;RL;24.11851851851851;9.925772973801783;0.21860624767888237
110;RL;25.214814814814805;10.624646577312738;0.17948338093473498
115;RL;26.3111111111111;10.656959218753514;0.284890663794235
120;RL;27.407407407407394;10.130314572620566;0.28167633686881577
125;RL;28.50370370370369;9.285970666107668;0.2583464566738183
130;RL;29.599999999999984;11.00774816616911;0.26754073310918847
135;RL;30.69629629629628;10.650107139255729;0.29676989793921565
140;RL;31.792592592592573;11.23768902910735;0.2751424123558227
145;RL;32.88888888888887;10.230185701791283;0.29940461439005106
150;RL;33.985185185185166;12.010944755603171;0.26723148681572756
155;RL;35.08148148148146;9.939687124137949;0.3193873300938929
160;RL;36.177777777777756;12.554838637927356;0.29352325480938646
165;RL;37.27407407407405;9.121499292640875;0.2935931064343136
170;RL;38.370370370370345;11.3302433155857;0.2535415805595079
175;RL;39.46666666666664;11.3972413821151;0.3041239539446515
180;RL;40.562962962962935;10.152591080207264;0.27442849588549817
185;RL;41.65925925925923;11.398879534568831;0.28411052670920833
190;RL;42.755555555555524;12.28034171502765;0.2826696047503109
195;RL;43.85185185185182;8.810341654473095;0.2790156907375492
200;RL;44.948148148148114;11.556242749877647;0.37861774587976627
205;RL;46.04444444444441;8.586564570616424;0.3586866407436409
210;RL;47.1407407407407;10.140508035982965;0.3802293590430481
215;RL;48.237037037037;12.76167665296679;0.2898033484867848
220;RL;49.33333333333329;10.57706570323346;0.33249967666550995
225;RL;50.42962962962959;10.011305220776212;0.29542870050679176
230;RL;51.52592592592588;11.013584904760172;0.3172349480417342
235;RL;52.62222222222218;13.305766420468078;0.3144338499498802
240;RL;53.71851851851847;9.432515283658173;0.38303704474035577
245;RL;54.81481481481477;10.239225067784522;0.33783449929878756
250;RL;55.91111111111106;12.814304111163167;0.38564463474739225
255;RL;57.00740740740736;13.200912220080943;0.3755887465189588
260;RL;58.10370370370365;11.266116100812596;0.4304461474891783
265;RL;59.199999999999946;10.156832071135907;0.3208255233265744
270;RL;60.29629629629624;13.51806572403138;0.4068577123091015
275;RL;61.392592592592536;13.043002062531091;0.40734580632225076
280;RL;62.48888888888883;12.153844107103795;0.34762308016414933
285;RL;63.585185185185125;10.688832218963816;0.4109103104938866
290;RL;64.68148148148143;11.478542675622869;0.3946525243852101
295;RL;65.77777777777773;11.393549383975746;0.3816157527905525
