Tempo (s);Algoritmo;Total Escoados;Fila Maxima;Ocupacao Media
0;RL;1.7999999999999998;23.92573730574163;0.37856658894069467
5;RL;3.5999999999999996;21.379050732125137;0.4258174586347949
10;RL;5.3999999999999995;27.177018015088276;0.4047726217012769
15;RL;7.199999999999999;19.54880876103355;0.41934958568014336
20;RL;9.0;27.250126870055905;0.38109934191396466
25;RL;10.8;24.245282315524268;0.3644114292284615
30;RL;12.600000000000001;27.134065962773004;0.47165127187690514
35;RL;14.400000000000002;25.829553339132147;0.4738219397282405
40;RL;16.200000000000003;28.663999956057303;0.47788985308589116
45;RL;18.000000000000004;25.678435579756172;0.5173059061255904
50;RL;19.800000000000004;24.528104043349924;0.5248545547907595
55;RL;21.600000000000005;30.64613464635989;0.5771667408523503
60;RL;23.400000000000006;27.644668546765182;0.5625833260477694
65;RL;25.200000000000006;28.848506565654475;0.5542589681145617
70;RL;27.000000000000007;31.57819180660079;0.623038320502112
75;RL;28.800000000000008;26.92810070528752;0.6034860677516141
80;RL;30.60000000000001;31.039854519688333;0.6424627671768359
85;RL;32.400000000000006;28.822736797958495;0.6290110121475493
90;RL;34.2;30.302618949800163;0.640505193435077
95;RL;36.0;31.212627672114646;0.6791917135722376
100;RL;37.8;28.12450081174439;0.693718192639644
105;RL;39.599999999999994;30.19761665365402;0.724394811061005
110;RL;41.39999999999999;35.43991400792956;0.7186072940673744
115;RL;43.19999999999999;34.843930174315794;0.6882425398202214
120;RL;44.999999999999986;33.15906095101372;0.7470167834923483
125;RL;46.79999999999998;34.29702778165401;0.8004812206809812
130;RL;48.59999999999998;33.537954362317976;0.7844120509560403
135;RL;50.39999999999998;37.702312618112956;0.8026084979245636
140;RL;52.199999999999974;34.64920669996313;0.8562579618438447
145;RL;53.99999999999997;36.07164470730341;0.8219741365155657
150;RL;55.79999999999997;38.57856782431965;0.813715903452713
155;RL;57.599999999999966;34.70091415909671;0.8718477330809019
160;RL;59.39999999999996;40.407275665118014;0.8788081147958712
165;RL;61.19999999999996;33.906461828077404;0.8810126104074025
170;RL;62.99999999999996;41.4666947950038;0.9214053129897061
175;RL;64.79999999999995;37.411479936108066;0.9580785027507369
180;RL;66.59999999999995;38.15392781739312;0.9597213431529655
185;RL;68.39999999999995;34.89747711483838;0.98
190;RL;70.19999999999995;38.57671188590019;0.98
195;RL;71.99999999999994;37.710435305189506;0.98
200;RL;73.79999999999994;39.13279572290968;0.98
205;RL;75.59999999999994;40.64105032697502;0.98
210;RL;77.39999999999993;43.55503113256404;0.98
215;RL;79.19999999999993;42.3171075406514;0.98
220;RL;80.99999999999993;42.9922724701525;0.98
225;RL;82.79999999999993;40.285081375097484;0.98
230;RL;84.59999999999992;41.218303298393856;0.98
235;RL;86.39999999999992;47.69713129129045;0.98
240;RL;88.19999999999992;42.4457976717827;0.98
245;RL;89.99999999999991;48.276468567128916;0.98
250;RL;91.79999999999991;44.45311230251805;0.98
255;RL;93.59999999999991;45.45514785632289;0.98
260;RL;95.3999999999999;48.30832161051734;0.98
265;RL;97.1999999999999;49.211757949361974;0.98
270;RL;98.9999999999999;46.550671739372056;0.98
275;RL;100.7999999999999;46.37645312957653;0.98
280;RL;102.5999999999999;47.574178990825025;0.98
285;RL;104.39999999999989;48.91040443852226;0.98
290;RL;106.19999999999989;50.60543329545695;0.98
295;RL;107.99999999999989;49.05951718273684;0.98
