Tempo (s);Algoritmo;Total Escoados;Fila Maxima;Ocupacao Media
0;heuristicaocupacao;1.3142857142857143;14.967949058477346;0.24339811231613293
5;heuristicaocupacao;2.6285714285714286;14.21927966078655;0.20947995011755094
10;heuristicaocupacao;3.942857142857143;12.043833968607156;0.29283344697140007
15;heuristicaocupacao;5.257142857142857;17.346359633066427;0.2578405458350461
20;heuristicaocupacao;6.571428571428571;17.465654563671784;0.3467120911548143
25;heuristicaocupacao;7.885714285714285;16.278494561864104;0.3355428893067993
30;heuristicaocupacao;9.2;17.14106915288701;0.3023500799326693
35;heuristicaocupacao;10.514285714285714;18.154589083114136;0.3668285171215573
40;heuristicaocupacao;11.82857142857143;15.37695865073646;0.34306198105239794
45;heuristicaocupacao;13.142857142857144;17.267295599555116;0.3792378154573144
50;heuristicaocupacao;14.457142857142859;19.592368814515584;0.38082487918955404
55;heuristicaocupacao;15.771428571428574;16.859634839837252;0.3535204844880656
60;heuristicaocupacao;17.08571428571429;19.521503052349352;0.3722329786353399
65;heuristicaocupacao;18.400000000000002;17.386390626672583;0.4350665875993705
70;heuristicaocupacao;19.714285714285715;20.46100548676627;0.4067527925758115
75;heuristicaocupacao;21.02857142857143;20.047995469178037;0.4173148881088198
80;heuristicaocupacao;22.34285714285714;18.018857148274286;0.4133989540926711
85;heuristicaocupacao;23.657142857142855;22.528761083326586;0.46738889290802743
90;heuristicaocupacao;24.971428571428568;20.01986186595204;0.52918495798459
95;heuristicaocupacao;26.28571428571428;20.246467755135825;0.44791151244673943
100;heuristicaocupacao;27.599999999999994;22.1027973860121;0.4932923730416223
105;heuristicaocupacao;28.914285714285707;23.86499679381704;0.5475606954709744
110;heuristicaocupacao;30.22857142857142;20.958405220714656;0.5154331265382122
115;heuristicaocupacao;31.542857142857134;22.914754903462494;0.5440218116301475
120;heuristicaocupacao;32.85714285714285;23.80555705869468;0.5112071413653211
125;heuristicaocupacao;34.171428571428564;24.54208789860182;0.5685564495930289
130;heuristicaocupacao;35.48571428571428;24.107189000131225;0.5627211981937349
135;heuristicaocupacao;36.8;23.63208208809869;0.6105357154813393
140;heuristicaocupacao;38.114285714285714;23.281335695258875;0.6292136866249579
145;heuristicaocupacao;39.42857142857143;24.992034030309803;0.6839073038056459
150;heuristicaocupacao;40.74285714285715;23.594706867270112;0.6362376792085667
155;heuristicaocupacao;42.057142857142864;21.160986839514898;0.6412508629766964
160;heuristicaocupacao;43.37142857142858;26.537949450501593;0.6499367919936234
165;heuristicaocupacao;44.6857142857143;27.57910918540267;0.6461385636290546
170;heuristicaocupacao;46.000000000000014;23.018905449968905;0.6795163571842979
175;heuristicaocupacao;47.31428571428573;25.388805225725037;0.6731280890433484
180;heuristicaocupacao;48.62857142857145;28.172229853806023;0.6996722501026796
185;heuristicaocupacao;49.942857142857164;30.669838846374063;0.746774636349902
190;heuristicaocupacao;51.25714285714288;27.95488338282791;0.689678722790346
195;heuristicaocupacao;52.5714285714286;27.171785588979382;0.7666996460496786
200;heuristicaocupacao;53.885714285714315;28.329542518674106;0.7846450307030751
205;heuristicaocupacao;55.20000000000003;31.006298988561927;0.7542178123402188
210;heuristicaocupacao;56.51428571428575;28.31513527066113;0.7067325106467652
215;heuristicaocupacao;57.828571428571465;28.425390708880837;0.7647817874712621
220;heuristicaocupacao;59.14285714285718;29.240160615091455;0.8345545729480004
225;heuristicaocupacao;60.4571428571429;28.87438016548472;0.8075869841492725
230;heuristicaocupacao;61.771428571428615;30.828475731373267;0.7909222485164638
235;heuristicaocupacao;63.08571428571433;33.4215851245937;0.8183863573155366
240;heuristicaocupacao;64.40000000000005;31.80928352607168;0.8713764952145916
245;heuristicaocupacao;65.71428571428577;31.28623154271649;0.8751881909325683
250;heuristicaocupacao;67.02857142857148;31.56714207204089;0.8642465103785082
255;heuristicaocupacao;68.3428571428572;30.000169941877505;0.8730380304662303
260;heuristicaocupacao;69.65714285714292;34.009718000151516;0.8849183078164282
265;heuristicaocupacao;70.97142857142863;32.908394718419856;0.8816270362198598
270;heuristicaocupacao;72.28571428571435;33.09452782306141;0.9703889019059702
275;heuristicaocupacao;73.60000000000007;38.49500622472293;0.9248863066126186
280;heuristicaocupacao;74.91428571428578;34.49357141501244;0.98
285;heuristicaocupacao;76.2285714285715;33.25785265682942;0.98
290;heuristicaocupacao;77.54285714285722;34.086100017172164;0.98
295;heuristicaocupacao;78.85714285714293;36.788402154783896;0.9721204691757053
